director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,profit,gross_bin,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western,director_high,director_low,actor_1_high,actor_1_low,actor_2_high,actor_2_low,actor_3_high,actor_3_low,is_english,profit_binary
Richard Loncraine,105.0,12.0,935.0,Harrison Ford,87000.0,48745150.0,Jimmy Bennett,Firewall ,101383,Mary Lynn Rajskub,1.0,architect|bank|cayman islands|meeting|murder,http://www.imdb.com/title/tt0408345/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,2006,11000.0,2.35,-1254850.0,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
Clint Eastwood,121.0,16000.0,826.0,Mark Margolis,16000.0,50007168.0,Clint Eastwood,Absolute Power ,19139,Scott Glenn,0.0,death|death of wife|murder|thief|violence,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,1997,1000.0,2.35,7168.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1
Ridley Scott,125.0,0.0,957.0,Demi Moore,10000.0,48154732.0,Viggo Mortensen,G.I. Jane ,15569,John Michael Higgins,1.0,feminism|hit in the crotch|kicked in the crotch|kicked in the testicles|navy,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,1997,2000.0,2.35,-1845268.0,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
David Fincher,129.0,21000.0,283.0,Armin Mueller-Stahl,495.0,48265581.0,Deborah Kara Unger,The Game ,1397,Charles Martinet,1.0,birthday|falling through a glass roof|game|hitchcockian|suicide,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,1997,294.0,2.35,-1734419.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
Christophe Gans,132.0,50.0,368.0,Deborah Kara Unger,992.0,46982632.0,Radha Mitchell,Silent Hill ,1933,Alice Krige,0.0,gothic|police|police officer|silent hill|sleepwalking,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1,English,Canada,R,50000000.0,2006,495.0,2.35,-3017368.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
Howard Deutch,118.0,41.0,585.0,Jon Favreau,18000.0,44737059.0,Keanu Reeves,The Replacements ,24024,Faizon Love,1.0,coach|football player|misfits|strike|sumo wrestler,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,2000,4000.0,1.85,-5262941.0,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
Jon Hurwitz,113.0,22.0,1000.0,Dania Ramirez,3000.0,56724080.0,Alyson Hannigan,American Reunion ,8398,Natasha Lyonne,7.0,bikini|female female kiss|high school reunion|outdoor sex|upskirt,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2012,1000.0,1.85,6724080.0,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
F. Gary Gray,140.0,473.0,294.0,Michael Cudlitz,18000.0,44484065.0,Kevin Spacey,The Negotiator ,20152,Siobhan Fallon Hogan,2.0,hostage|innocence|murder|negotiator|police,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1,English,Germany,R,50000000.0,1998,822.0,2.35,-5515935.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
Steven Quale,89.0,77.0,159.0,Alycia Debnam-Carey,490.0,47553512.0,Matt Walsh,Into the Storm ,1367,Scott Lawrence,0.0,danger|graduation|storm|teenage boy|tornado,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,2014,298.0,1.85,-2446488.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
John Landis,104.0,644.0,174.0,Jon Tenney,437.0,42610000.0,Louis Lombardi,Beverly Hills Cop III ,1093,Gilbert R. Hill,1.0,california|counterfeit|counterfeit money|money|theme park,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1,English,USA,R,55000000.0,1994,289.0,1.85,-12390000.0,0.6666666666666666,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
Joe Dante,106.0,287.0,767.0,Robert Picardo,16000.0,41482207.0,Christopher Lee,Gremlins 2: The New Batch ,19610,Phoebe Cates,0.0,gremlin|horror host|hulk hogan|monster|skyscraper,http://www.imdb.com/title/tt0099700/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,1990,823.0,1.85,-8517793.0,0.6666666666666666,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
David Dobkin,141.0,71.0,3000.0,Robert Duvall,21000.0,47105085.0,Robert Downey Jr.,The Judge ,30183,Leighton Meester,1.0,courtroom|dysfunctional family|indiana|lawyer|trial,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2014,3000.0,2.35,-2894915.0,0.6666666666666666,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
Mimi Leder,124.0,75.0,258.0,Holt McCallany,294.0,41256277.0,Armin Mueller-Stahl,The Peacemaker ,1289,Marcel Iures,2.0,nuclear explosion|nuclear weapon|russia|train|train crash,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,1997,273.0,2.35,-8743723.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
Alexander Witt,98.0,38.0,706.0,Thomas Kretschmann,14000.0,50740078.0,Milla Jovovich,Resident Evil: Apocalypse ,16791,Mike Epps,1.0,cover up|monster|strong female character|strong female lead|zombie apocalypse,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,English,Germany,R,45000000.0,2004,919.0,2.35,5740078.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1
Beeban Kidron,108.0,17.0,186.0,Jim Broadbent,14000.0,40203020.0,Colin Firth,Bridget Jones: The Edge of Reason ,15634,Celia Imrie,1.0,american actress playing british character|intern|prison|six word title|thailand,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1,English,UK,R,40000000.0,2004,1000.0,2.35,203020.0,0.6666666666666666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
Carl Franklin,114.0,73.0,323.0,Sanaa Lathan,18000.0,40905277.0,Denzel Washington,Out of Time ,19739,John Billingsley,3.0,cancer|florida|insurance|life insurance policy|small town,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2003,886.0,2.35,-9094723.0,0.6666666666666666,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
Steven Seagal,101.0,0.0,158.0,Joan Chen,854.0,38590500.0,Mike Starr,On Deadly Ground ,1860,Sven-Ole Thorsen,1.0,environmental|murder|oil|oil spill|tribe,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,1994,643.0,2.35,-11409500.0,0.6666666666666666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0
Robert Rodriguez,93.0,0.0,717.0,Kristin Davis,12000.0,39177541.0,Taylor Lautner,The Adventures of Sharkboy and Lavagirl 3-D ,14899,Taylor Dooley,1.0,boy|bully|dream|dream sequence|planet,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,English,USA,PG,50000000.0,2005,722.0,1.85,-10822459.0,0.6666666666666666,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
Danny Boyle,119.0,0.0,39.0,Virginie Ledoyen,29000.0,39778599.0,Leonardo DiCaprio,The Beach ,29461,Peter Youngblood Hills,0.0,love|map|paradise|thailand|travel,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2000,414.0,2.35,-10221401.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
Garry Marshall,119.0,0.0,434.0,Felicity Huffman,627.0,37486138.0,Amber Valletta,Raising Helen ,2052,Spencer Breslin,1.0,fashion show|female protagonist|love|pastor|queens new york city,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,2004,508.0,1.85,-12513862.0,0.6666666666666666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
James McTeigue,99.0,160.0,72.0,Ben Miles,330.0,38105077.0,Shô Kosugi,Ninja Assassin ,701,Rain,0.0,critically bashed|kung fu|martial artist|martial arts|ninja,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1,English,USA,R,40000000.0,2009,119.0,2.35,-1894923.0,0.6666666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
Sam Raimi,137.0,0.0,432.0,Kelly Preston,24000.0,35168395.0,J.K. Simmons,For Love of the Game ,25469,Carmine Giovinazzo,0.0,baseball|baseball movie|detroit tigers|perfect game|pitcher,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,1999,743.0,2.35,-14831605.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
Andrew Bergman,117.0,31.0,210.0,Rumer Willis,2000.0,32800000.0,Demi Moore,Striptease ,3016,Paul Guilfoyle,1.0,bouncer|breasts|congressman|private dancer|stripper,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1,English,USA,R,40000000.0,1996,472.0,1.85,-7200000.0,0.6666666666666666,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0
Tom Dey,87.0,9.0,1000.0,Judy Greer,15000.0,33643461.0,Emma Stone,Marmaduke ,20061,Steve Coogan,0.0,dog|great dane|rivalry|talking animal|talking cat,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1,English,USA,PG,50000000.0,2010,2000.0,2.35,-16356539.0,0.6666666666666666,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
Clint Eastwood,129.0,16000.0,447.0,Jay Mohr,13000.0,32741596.0,Matt Damon,Hereafter ,14344,Cécile De France,0.0,death|france|near death experience|tsunami|twin brother,http://www.imdb.com/title/tt1212419/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,2010,563.0,2.35,-17258404.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
Barbet Schroeder,115.0,58.0,401.0,Chris Penn,33000.0,31874869.0,Ryan Gosling,Murder by Numbers ,34606,Agnes Bruckner,0.0,disposing of a dead body|high school student|murder|sociopath|teenage boy,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2002,455.0,1.85,-18125131.0,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
Richard Donner,132.0,503.0,282.0,Sylvester Stallone,45000.0,30306268.0,Muse Watson,Assassins ,58528,Kelly Rowan,0.0,assassin|floppy disk|modem|rival|russian,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1,English,France,R,50000000.0,1995,13000.0,1.85,-19693732.0,0.6666666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
Peter Webber,131.0,73.0,163.0,Stephen Walters,879.0,27667947.0,Li Gong,Hannibal Rising ,1344,Richard Brake,0.0,aunt|cannibalism|faked death|medical student|revenge,http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1,English,UK,R,50000000.0,2007,184.0,2.35,-22332053.0,0.3333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
Rob Reiner,95.0,0.0,323.0,Tim Matheson,13000.0,27067160.0,Bruce Willis,The Story of Us ,14706,Rita Wilson,1.0,four word title|husband wife relationship|male rear nudity|marriage|summer camp,http://www.imdb.com/title/tt0160916/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,1999,559.0,1.85,-22932840.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
Andrew Niccol,125.0,487.0,201.0,Chandler Canterbury,430.0,26616999.0,J.D. Evermore,The Host ,1300,Rachel Roberts,3.0,alien|alien creature|body snatching|desert|parasite,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1,English,USA,PG-13,40000000.0,2013,329.0,2.35,-13383001.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0
John McTiernan,98.0,323.0,511.0,Harry Connick Jr.,933.0,26536120.0,Connie Nielsen,Basic ,3357,Tim Daly,0.0,2000s|army|military crime|necklace yanked off|panama,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1,English,Germany,R,50000000.0,2003,631.0,2.35,-23463880.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
Clint Eastwood,110.0,16000.0,581.0,Anjelica Huston,16000.0,26199517.0,Clint Eastwood,Blood Work ,18635,Rick Hoffman,1.0,boat|heart transplant|murder|serial killer|sister,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2002,1000.0,2.35,-23800483.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0
Tom Tykwer,118.0,670.0,294.0,Brían F. O'Byrne,6000.0,25450527.0,Naomi Watts,The International ,7654,Armin Mueller-Stahl,0.0,bank|chase|district attorney|interpol|murder,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2009,450.0,2.35,-24549473.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
John Carpenter,101.0,0.0,764.0,Valeria Golino,12000.0,25407250.0,Steve Buscemi,Escape from L.A. ,15935,Michelle Forbes,0.0,escape|island|los angeles california|machismo|president's daughter,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,1996,898.0,2.35,-24592750.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0
Brad Bird,90.0,663.0,521.0,Harry Connick Jr.,14000.0,23159305.0,Vin Diesel,The Iron Giant ,16358,M. Emmet Walsh,1.0,boy|friend|government agent|maine|robot,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1,English,USA,PG,70000000.0,1999,631.0,2.35,-46840695.0,0.3333333333333333,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
Wes Anderson,119.0,0.0,639.0,Anjelica Huston,13000.0,24006726.0,Bill Murray,The Life Aquatic with Steve Zissou ,15757,Matthew Gray Gubler,8.0,expedition|oceanographer|sea|shark|team,http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2004,1000.0,2.35,-25993274.0,0.3333333333333333,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
Gary Ross,139.0,378.0,303.0,Donald Watkins,11000.0,20389967.0,Matthew McConaughey,Free State of Jones ,12786,Jessica Collins,1.0,american civil war|civil war|u.s. civil war,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2016,552.0,1.85,-29610033.0,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
Alan Parker,130.0,317.0,256.0,Kate Winslet,18000.0,19593740.0,Kevin Spacey,The Life of David Gale ,32637,Matt Craven,0.0,activist|death|death row|murder|texas,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2003,14000.0,2.35,-30406260.0,0.3333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
Stephen Herek,100.0,65.0,730.0,Vanessa Ferlito,1000.0,19118247.0,Christina Milian,Man of the House ,6171,Kelli Garner,5.0,cheerleader|cheerleading movie|neo noir|neo western|texas ranger,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1,English,USA,PG-13,40000000.0,2005,923.0,2.35,-20881753.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
Jaume Collet-Serra,114.0,174.0,655.0,Common,14000.0,26442251.0,Liam Neeson,Run All Night ,16992,Bruce McGill,2.0,death|drug dealer|limousine|limousine driver|one night,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2015,988.0,2.35,-23557749.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
David Cronenberg,96.0,0.0,509.0,Naomi Watts,10000.0,17114882.0,Viggo Mortensen,Eastern Promises ,17211,Raza Jaffrey,1.0,male pubic hair|pubic hair|russian|sex scene|turkish bath,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1,English,USA,R,25000000.0,2007,6000.0,1.85,-7885118.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
John Stockwell,110.0,134.0,795.0,James Frain,23000.0,18472363.0,Paul Walker,Into the Blue ,25049,Ashley Scott,3.0,bahamas|blood splatter|cocaine|hairy chest|shark,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,2005,1000.0,2.35,-31527637.0,0.3333333333333333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0
Luc Besson,158.0,0.0,15.0,David Bailie,51.0,14131298.0,Paul Brooke,The Messenger: The Story of Joan of Arc ,144,Rab Affleck,0.0,cathedral|dauphin|france|trial|wartime rape,http://www.imdb.com/title/tt0151137/?ref_=fn_tt_tt_1,English,France,R,390000000.0,1999,40.0,2.35,-375868702.0,0.3333333333333333,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
David Gordon Green,102.0,234.0,11000.0,Zooey Deschanel,20000.0,21557240.0,Natalie Portman,Your Highness ,45202,James Franco,3.0,knight|prince|quest|rescue|thong bikini,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,English,USA,R,49900000.0,2011,11000.0,2.35,-28342760.0,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
Jim Sheridan,84.0,260.0,692.0,Gregory Smith,6000.0,21283440.0,Naomi Watts,Dream House ,8018,Sarah Gadon,0.0,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1,English,USA,PG-13,55000000.0,2011,694.0,2.35,-33716560.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
Costa-Gavras,115.0,333.0,317.0,Blythe Danner,972.0,10556196.0,Mia Kirshner,Mad City ,2606,William Atherton,2.0,hostage|museum|natural history museum|news reporter|reporter,http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,1997,713.0,2.35,-39443804.0,0.3333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
Patrick Read Johnson,99.0,32.0,479.0,Lara Flynn Boyle,1000.0,16671505.0,Joe Mantegna,Baby's Day Out ,2949,Cynthia Nixon,1.0,baby|baby boy|kidnapping|kidnapping a child|taxi,http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1,English,USA,PG,50000000.0,1994,619.0,1.85,-33328495.0,0.3333333333333333,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
Roland Joffé,135.0,596.0,2000.0,Robert Duvall,10000.0,10400000.0,Gary Oldman,The Scarlet Letter ,15820,Demi Moore,1.0,17th century|adultery|letter|pubic hair|swimming,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,1995,3000.0,2.35,-39600000.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
Doug Liman,108.0,218.0,405.0,Ty Burrell,6000.0,9528092.0,Naomi Watts,Fair Game ,10191,Brooke Smith,2.0,bush administration|cia|interview|iraq|new york times,http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1,English,USA,PG-13,22000000.0,2010,3000.0,2.35,-12471908.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
Tony Scott,127.0,12000.0,897.0,Mo'Nique,984.0,10137232.0,Ian Ziering,Domino ,5702,Edgar Ramírez,0.0,bounty hunter|fbi|female bounty hunter|female nudity|reality show,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1,English,France,R,50000000.0,2005,940.0,2.35,-39862768.0,0.3333333333333333,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
William Friedkin,107.0,607.0,602.0,Chazz Palminteri,2000.0,9795017.0,Michael Biehn,Jade ,5461,Linda Fiorentino,0.0,blackmail|investigation|murder|panties pulled down|prostitution,http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,1995,979.0,1.85,-40204983.0,0.3333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
Mark Neveldine,95.0,83.0,1000.0,Logan Lerman,18000.0,20488579.0,Gerard Butler,Gamer ,29926,Alison Lohman,1.0,battle|convict|death|mind control|role playing,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2009,8000.0,1.85,-29511421.0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
Richard LaGravenese,124.0,98.0,592.0,Zoey Deutch,1000.0,19445217.0,Alden Ehrenreich,Beautiful Creatures ,3580,Pruitt Taylor Vince,7.0,dream|escape|magic|magic spell|small town,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1,English,USA,PG-13,60000000.0,2013,852.0,2.35,-40554783.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Danny DeVito,109.0,0.0,809.0,Vincent Schiavelli,49000.0,8355815.0,Robin Williams,Death to Smoochy ,52885,Danny Woodburn,2.0,children|children's tv show|money|revenge|scandal,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1,English,UK,R,55000000.0,2002,811.0,1.85,-46644185.0,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
Ben Stiller,102.0,0.0,1000.0,Will Ferrell,14000.0,28837115.0,Milla Jovovich,Zoolander 2 ,24107,Justin Theroux,4.0,chosen one|fashion|fashion model|model|retired,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,2016,8000.0,2.35,-21162885.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
George Armitage,88.0,5.0,338.0,Andrew Wilson,11000.0,6471394.0,Morgan Freeman,The Big Bounce ,11972,Willie Nelson,5.0,breasts|consensual sex|female nudity|judge|surfer,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1,English,USA,PG-13,50000000.0,2004,387.0,2.35,-43528606.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
Mike Nichols,87.0,0.0,591.0,Linda Fiorentino,2000.0,6291602.0,Judy Greer,What Planet Are You From? ,3954,Garry Shandling,0.0,alien|baby|banker|pregnancy|question in title,http://www.imdb.com/title/tt0181151/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2000,602.0,1.85,-43708398.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0
Patrick Lussier,104.0,71.0,982.0,Billy Burke,12000.0,10706786.0,Nicolas Cage,Drive Angry ,16481,Katy Mixon,1.0,baby|cult|oklahoma|sex scene|waitress,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,English,USA,R,50000000.0,2011,2000.0,1.85,-39293214.0,0.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
