duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit
91.0,150.0,150.0,979.0,1679,3.0,1996.0,385.0,5.9,1.85,69,-10896000.0
89.0,687.0,389.0,10000.0,12183,1.0,2009.0,787.0,4.8,2.35,0,26638165.0
104.0,28.0,582.0,962.0,3871,0.0,1997.0,826.0,7.4,1.85,1000,2514138.0
101.0,8.0,110.0,544.0,1292,2.0,2010.0,449.0,6.1,2.35,0,8758465.0
93.0,85.0,510.0,924.0,2711,0.0,1994.0,595.0,6.0,1.85,0,7055248.0
91.0,49.0,20.0,72.0,174,0.0,1982.0,31.0,5.7,2.35,0,32200000.0
115.0,13000.0,588.0,40000.0,57844,3.0,2005.0,16000.0,6.7,1.85,0,56456431.0
138.0,282.0,687.0,21000.0,33433,3.0,2007.0,11000.0,7.5,2.35,0,142000866.0
109.0,545.0,727.0,886.0,3222,0.0,2004.0,766.0,5.6,2.35,0,20281096.0
99.0,309.0,577.0,23000.0,26527,0.0,2000.0,1000.0,5.9,2.35,0,24327868.0
92.0,0.0,451.0,17000.0,18765,1.0,2008.0,527.0,5.4,2.35,0,19397498.0
149.0,0.0,20000.0,34000.0,91434,7.0,2014.0,22000.0,8.0,2.35,82000,33914986.0
133.0,219.0,701.0,15000.0,17040,1.0,2001.0,933.0,8.1,2.35,33000,-3772117.0
92.0,17.0,231.0,14000.0,14617,1.0,2014.0,257.0,6.3,2.35,11000,-19036988.0
132.0,0.0,122.0,405.0,914,1.0,1983.0,194.0,6.6,1.85,0,18400000.0
114.0,73.0,323.0,18000.0,19739,3.0,2003.0,886.0,6.5,2.35,1000,-9094723.0
93.0,66.0,161.0,1000.0,1410,0.0,2014.0,200.0,6.1,1.85,14000,16197315.0
89.0,0.0,903.0,19000.0,32325,0.0,2014.0,11000.0,6.4,2.35,83000,86546825.0
82.0,7.0,664.0,1000.0,4856,5.0,2008.0,984.0,3.8,1.85,562,8350177.0
146.0,14000.0,681.0,3000.0,6217,0.0,2001.0,882.0,7.1,1.85,11000,-21383311.0
86.0,4.0,424.0,960.0,2415,4.0,2002.0,448.0,5.3,1.85,405,-6185756.0
134.0,0.0,346.0,20000.0,20952,4.0,2003.0,505.0,7.5,2.35,0,104948780.0
94.0,383.0,753.0,4000.0,6017,1.0,1997.0,808.0,7.1,2.35,0,8297830.0
107.0,14000.0,845.0,2000.0,4631,1.0,2011.0,871.0,7.4,2.35,44000,-57435963.0
119.0,0.0,529.0,15000.0,21668,8.0,2014.0,6000.0,7.8,1.85,114000,24335698.0
106.0,22.0,613.0,2000.0,4327,1.0,1999.0,642.0,6.3,1.85,579,-26623494.0
139.0,274.0,285.0,625.0,1474,0.0,1997.0,440.0,7.7,1.85,11000,97637474.0
88.0,3.0,40.0,1000.0,1178,0.0,1940.0,48.0,7.5,1.37,0,81700000.0
137.0,11000.0,465.0,769.0,2938,0.0,2014.0,698.0,7.2,2.35,35000,50603980.0
101.0,0.0,279.0,925.0,1738,0.0,2009.0,468.0,6.8,2.35,11000,-22777816.0
100.0,422.0,422.0,816.0,2893,0.0,2001.0,577.0,7.1,1.85,0,17288314.0
127.0,12000.0,897.0,984.0,5702,0.0,2005.0,940.0,6.0,2.35,0,-39862768.0
103.0,11.0,543.0,2000.0,5497,4.0,2015.0,1000.0,6.4,2.35,35000,22021740.0
120.0,36.0,633.0,886.0,3280,1.0,1992.0,655.0,7.5,1.85,7000,41929168.0
136.0,0.0,3000.0,19000.0,34838,1.0,2005.0,12000.0,6.9,2.35,0,-90200974.0
125.0,11.0,867.0,11000.0,14536,2.0,2001.0,904.0,5.9,2.35,0,-26261368.0
106.0,188.0,582.0,10000.0,15870,2.0,1999.0,4000.0,4.8,1.85,0,-56254592.0
103.0,255.0,5000.0,11000.0,22383,1.0,2005.0,5000.0,7.0,2.35,0,-20479108.0
89.0,49.0,514.0,2000.0,3717,0.0,1997.0,902.0,4.6,2.35,0,20557989.0
68.0,0.0,253.0,304.0,861,0.0,2005.0,286.0,6.4,1.85,264,-1918374.0
103.0,77.0,835.0,1000.0,5437,0.0,2002.0,939.0,7.6,1.85,3000,117387405.0
102.0,4.0,112.0,14000.0,14625,0.0,2007.0,394.0,5.4,2.35,0,-29067940.0
124.0,364.0,1000.0,11000.0,22004,0.0,2013.0,10000.0,7.0,2.35,71000,-30978265.0
119.0,151.0,2000.0,20000.0,40054,0.0,2009.0,16000.0,6.7,2.35,0,29883016.0
98.0,176.0,468.0,742.0,2457,2.0,1997.0,658.0,6.7,1.85,0,19455658.0
85.0,116.0,329.0,8000.0,9271,0.0,2012.0,331.0,6.2,1.85,18000,-8102818.0
95.0,13.0,430.0,1000.0,2515,0.0,2000.0,934.0,7.0,1.37,0,29099640.0
106.0,34.0,683.0,11000.0,23187,1.0,2012.0,11000.0,6.9,1.85,20000,-8060559.0
96.0,6.0,14.0,40.0,99,2.0,1989.0,30.0,5.1,1.33,321,-1507034.0
120.0,155.0,240.0,344.0,2054,3.0,1993.0,242.0,7.1,1.85,0,4733909.0
108.0,6.0,43.0,54.0,194,3.0,1999.0,44.0,7.6,1.85,491,1547570.0
99.0,8.0,78.0,798.0,1430,2.0,1999.0,472.0,7.1,1.85,0,-2095743.0
113.0,188.0,631.0,11000.0,14209,5.0,2011.0,680.0,6.9,1.85,0,35279690.0
127.0,96.0,577.0,746.0,2393,1.0,1999.0,602.0,6.8,2.35,846,-21621647.0
80.0,611.0,576.0,5000.0,6229,4.0,2002.0,643.0,7.9,2.35,0,-30915039.0
104.0,293.0,256.0,780.0,2109,0.0,2002.0,265.0,6.1,2.35,0,-29936195.0
100.0,0.0,51.0,250.0,454,2.0,2001.0,89.0,6.7,1.85,133,652835.0
119.0,151.0,2000.0,20000.0,40054,0.0,2009.0,16000.0,6.7,2.35,0,29883016.0
101.0,61.0,611.0,769.0,2543,0.0,1999.0,692.0,7.1,2.35,0,-9939047.0
105.0,386.0,248.0,3000.0,4238,2.0,1998.0,258.0,7.5,2.35,0,2890032.0
103.0,65.0,908.0,2000.0,6807,0.0,2014.0,971.0,6.5,2.35,15000,62519230.0
142.0,0.0,854.0,978.0,5386,0.0,1999.0,911.0,6.6,1.85,0,-2716218.0
75.0,10.0,826.0,3000.0,7394,0.0,1997.0,2000.0,6.9,1.33,643,-28437251.0
154.0,16000.0,889.0,22000.0,25522,5.0,1997.0,1000.0,7.5,1.85,0,27647595.0
90.0,38.0,882.0,2000.0,6775,4.0,2008.0,897.0,6.6,2.35,0,32266306.0
146.0,14000.0,681.0,3000.0,6217,0.0,2001.0,882.0,7.1,1.85,11000,-21383311.0
134.0,0.0,500.0,2000.0,4251,0.0,2013.0,660.0,8.1,2.35,83000,36667870.0
110.0,1000.0,538.0,13000.0,25964,0.0,2010.0,12000.0,7.7,2.35,36000,133031347.0
119.0,11000.0,400.0,19000.0,20391,3.0,2005.0,567.0,7.7,1.85,0,8089926.0
107.0,36.0,118.0,283.0,662,2.0,2007.0,142.0,7.1,2.35,0,42706877.0
101.0,21.0,317.0,22000.0,23328,0.0,2005.0,812.0,5.9,2.35,0,21097664.0
108.0,72.0,559.0,982.0,4251,1.0,2002.0,935.0,6.1,2.35,0,89214072.0
96.0,845.0,488.0,978.0,3072,2.0,1998.0,968.0,6.1,2.35,629,-11032429.0
92.0,8.0,129.0,472.0,1045,1.0,2006.0,239.0,4.7,1.85,0,-1156686.0
103.0,207.0,3000.0,40000.0,55175,0.0,2010.0,11000.0,6.0,2.35,25000,-32368843.0
94.0,32.0,626.0,854.0,4530,1.0,1996.0,628.0,5.4,1.85,0,573641.0
119.0,5.0,249.0,521.0,1883,0.0,1980.0,372.0,4.7,2.35,328,-29000000.0
93.0,38.0,631.0,1000.0,4604,1.0,2004.0,641.0,4.3,2.35,531,22114556.0
116.0,101.0,780.0,18000.0,20966,0.0,1994.0,946.0,7.2,2.35,0,96248145.0
117.0,0.0,447.0,18000.0,32360,0.0,2006.0,13000.0,7.7,2.35,13000,145592590.0
125.0,44.0,420.0,593.0,2329,1.0,1983.0,542.0,4.9,2.35,0,21000000.0
94.0,19.0,117.0,363.0,1024,3.0,2014.0,342.0,6.1,2.35,0,18049082.0
103.0,65.0,908.0,2000.0,6807,0.0,2014.0,971.0,6.5,2.35,15000,62519230.0
123.0,277.0,4000.0,11000.0,25697,0.0,1994.0,10000.0,7.6,1.85,11000,45264608.0
92.0,394.0,527.0,693.0,2574,0.0,2001.0,595.0,5.9,1.85,0,88166115.0
128.0,88.0,954.0,989.0,3386,0.0,2015.0,970.0,7.1,2.35,23000,3432299.0
118.0,0.0,500.0,18000.0,19879,2.0,2016.0,860.0,7.0,2.35,0,-5669173.0
88.0,188.0,826.0,10000.0,14823,2.0,2002.0,3000.0,6.1,1.85,2000,50418803.0
172.0,0.0,857.0,16000.0,23052,1.0,2002.0,5000.0,8.7,2.35,10000,246478898.0
202.0,0.0,318.0,18000.0,20143,0.0,1992.0,848.0,7.7,1.85,0,15169908.0
88.0,22.0,120.0,174.0,583,1.0,1991.0,132.0,5.9,1.85,0,-7713686.0
103.0,12.0,4.0,29.0,44,0.0,2010.0,4.0,7.0,1.85,38000,-19647348.0
101.0,38.0,11000.0,23000.0,53024,0.0,2002.0,18000.0,6.2,2.35,0,-16939434.0
81.0,0.0,394.0,975.0,2694,0.0,2006.0,645.0,6.9,1.85,0,-993613.0
93.0,0.0,133.0,355.0,837,0.0,1988.0,151.0,7.3,2.35,27000,9008928.0
93.0,187.0,158.0,631.0,1176,0.0,2003.0,163.0,6.3,2.35,0,-7302852.0
123.0,0.0,645.0,10000.0,11769,1.0,2009.0,785.0,6.8,1.85,19000,-32310542.0
100.0,77.0,27.0,286.0,385,3.0,2011.0,52.0,7.6,2.39,23000,-29103248.0
91.0,0.0,13.0,39.0,87,0.0,2013.0,23.0,7.8,2.35,147000,174084951.0
97.0,0.0,230.0,922.0,1835,4.0,2005.0,374.0,4.2,2.35,128,-7953834.0
98.0,475.0,522.0,1000.0,2975,0.0,2008.0,729.0,8.4,2.35,16000,43806889.0
99.0,4.0,201.0,1000.0,1558,0.0,2008.0,233.0,5.2,1.85,0,-881622.0
90.0,663.0,521.0,14000.0,16358,1.0,1999.0,631.0,8.0,2.35,0,-46840695.0
98.0,226.0,496.0,953.0,2496,1.0,1993.0,730.0,6.9,1.85,0,53856263.0
102.0,11.0,1000.0,15000.0,33153,4.0,2008.0,14000.0,6.2,1.85,0,-8590794.0
143.0,541.0,530.0,18000.0,20660,0.0,2004.0,893.0,7.4,2.35,0,-18774204.0
101.0,3.0,120.0,448.0,829,0.0,2004.0,143.0,6.1,2.35,0,-10810486.0
132.0,0.0,160.0,366.0,1112,1.0,2004.0,334.0,6.8,1.85,0,-6964896.0
93.0,0.0,355.0,15000.0,16034,3.0,2011.0,491.0,7.5,1.85,56000,22696902.0
95.0,263.0,179.0,263.0,993,0.0,2001.0,261.0,7.8,1.85,0,-2970919.0
150.0,0.0,401.0,597.0,1645,0.0,1996.0,591.0,7.8,2.2,0,-13585465.0
107.0,50.0,58.0,293.0,621,0.0,2010.0,117.0,6.5,2.35,0,-9006456.0
90.0,49.0,191.0,12000.0,12776,5.0,2000.0,215.0,5.9,2.35,853,-18891180.0
105.0,248.0,147.0,673.0,1442,1.0,2002.0,466.0,7.2,1.85,1000,2960089.0
104.0,20.0,717.0,836.0,3963,3.0,2006.0,826.0,5.3,1.85,0,6595716.0
96.0,11000.0,236.0,22000.0,22889,1.0,2002.0,394.0,5.9,1.85,846,-27877751.0
107.0,12000.0,695.0,10000.0,14006,0.0,1990.0,3000.0,5.9,2.35,0,22670733.0
215.0,14.0,136.0,262.0,778,0.0,1970.0,227.0,8.1,2.2,0,12700000.0
112.0,1000.0,719.0,10000.0,12687,0.0,2010.0,1000.0,7.5,1.85,36000,-28505730.0
160.0,219.0,215.0,1000.0,2340,6.0,2006.0,876.0,5.5,2.35,0,-16726580.0
110.0,42.0,111.0,355.0,911,2.0,2004.0,155.0,6.8,1.85,0,-10410556.0
118.0,0.0,1000.0,8000.0,14024,0.0,2010.0,3000.0,5.9,2.35,9000,-6238280.0
99.0,13.0,837.0,1000.0,3679,7.0,2002.0,889.0,5.1,1.85,1000,21432423.0
149.0,15000.0,982.0,15000.0,28713,6.0,1996.0,9000.0,6.9,1.37,0,-190187.0
103.0,643.0,586.0,24000.0,26938,2.0,2000.0,1000.0,5.5,1.85,0,-2247069.0
84.0,12.0,102.0,159.0,417,4.0,2001.0,102.0,3.9,1.85,231,-10899350.0
76.0,2.0,72.0,1000.0,1908,0.0,2005.0,766.0,5.6,1.85,538,-15552522.0
93.0,31.0,57.0,783.0,1044,2.0,2001.0,132.0,6.3,2.35,0,-22795993.0
114.0,19.0,848.0,1000.0,3962,1.0,2015.0,897.0,5.3,2.35,37000,-76227778.0
123.0,452.0,329.0,10000.0,11287,8.0,2016.0,336.0,6.9,2.35,80000,-13912817.0
107.0,26.0,535.0,889.0,3274,0.0,2007.0,618.0,3.6,2.35,0,-24043621.0
93.0,67.0,596.0,4000.0,7800,0.0,2004.0,2000.0,4.9,1.85,567,4185387.0
75.0,45.0,4.0,61.0,75,0.0,2009.0,5.0,7.7,1.85,11000,-5813617.0
129.0,0.0,154.0,21000.0,22403,2.0,2011.0,979.0,7.5,2.35,39000,61830669.0
92.0,35.0,179.0,19000.0,19963,0.0,2014.0,411.0,6.7,1.85,11000,-48651080.0
111.0,0.0,234.0,523.0,1795,0.0,2014.0,468.0,7.1,2.35,18000,-18309470.0
114.0,174.0,655.0,14000.0,16992,2.0,2015.0,988.0,6.6,2.35,15000,-23557749.0
108.0,750.0,971.0,49000.0,70996,0.0,2006.0,20000.0,6.5,2.35,0,97992827.0
123.0,488.0,2000.0,5000.0,12700,0.0,2005.0,4000.0,6.4,1.85,0,-30161611.0
125.0,143.0,519.0,1000.0,4416,0.0,2012.0,664.0,5.9,2.35,0,-8124411.0
115.0,115.0,977.0,9000.0,11433,2.0,2000.0,1000.0,6.4,2.35,401,-23117290.0
100.0,0.0,267.0,15000.0,16264,0.0,2004.0,726.0,6.6,2.35,10000,-164334574.0
107.0,45.0,271.0,24000.0,24805,1.0,2009.0,396.0,5.1,1.85,6000,204793.0
78.0,0.0,786.0,971.0,4527,0.0,2000.0,844.0,6.1,1.85,181,46501438.0
119.0,33.0,518.0,3000.0,6089,4.0,2014.0,2000.0,6.4,1.85,10000,1178893.0
133.0,0.0,46.0,226.0,405,1.0,2004.0,52.0,7.7,2.35,0,-40832183.0
115.0,11.0,642.0,1000.0,4305,2.0,2005.0,759.0,5.0,2.35,621,3472213.0
293.0,249.0,18.0,362.0,469,0.0,1981.0,21.0,8.4,1.85,11000,-2566866.0
119.0,33.0,518.0,3000.0,6089,4.0,2014.0,2000.0,6.4,1.85,10000,1178893.0
91.0,39.0,562.0,1000.0,3104,1.0,2013.0,591.0,5.9,1.85,0,747724.0
95.0,58.0,3000.0,14000.0,27351,1.0,2005.0,8000.0,5.6,2.35,743,7580895.0
120.0,446.0,1000.0,22000.0,40117,3.0,1997.0,13000.0,6.9,1.85,2000,34886089.0
95.0,32.0,324.0,843.0,2165,3.0,2005.0,593.0,4.1,2.35,206,-19345223.0
92.0,406.0,194.0,406.0,904,0.0,1997.0,203.0,6.2,1.85,0,-417976.0
91.0,2.0,480.0,12000.0,22668,1.0,2009.0,10000.0,6.1,2.35,0,-27805940.0
100.0,212.0,919.0,2000.0,5890,1.0,2009.0,1000.0,7.3,2.35,0,-24008619.0
129.0,209.0,886.0,11000.0,23031,6.0,2016.0,11000.0,6.9,2.35,15000,-25314641.0
83.0,10.0,69.0,688.0,1019,2.0,2005.0,99.0,5.5,1.85,676,-24673965.0
127.0,14000.0,440.0,11000.0,12884,5.0,1989.0,844.0,8.3,2.35,0,149171806.0
103.0,11.0,543.0,2000.0,5497,4.0,2015.0,1000.0,6.4,2.35,35000,22021740.0
95.0,0.0,650.0,899.0,3092,4.0,1994.0,849.0,6.7,1.66,3000,-5118665.0
118.0,0.0,410.0,26000.0,27756,2.0,2010.0,854.0,6.0,1.85,694,-6953549.0
115.0,187.0,887.0,14000.0,17104,4.0,2000.0,900.0,6.5,2.35,141,-19596068.0
84.0,0.0,182.0,11000.0,12322,2.0,1993.0,852.0,6.1,1.85,0,19779400.0
118.0,72.0,681.0,10000.0,13426,1.0,2005.0,975.0,6.6,2.35,0,107575142.0
90.0,663.0,521.0,14000.0,16358,1.0,1999.0,631.0,8.0,2.35,0,-46840695.0
128.0,323.0,489.0,13000.0,14274,1.0,1995.0,559.0,7.6,2.35,0,10012500.0
106.0,0.0,273.0,17000.0,18469,0.0,2013.0,681.0,7.1,1.85,29000,2154410.0
167.0,473.0,303.0,559.0,2702,0.0,2015.0,427.0,7.9,2.35,76000,133029270.0
103.0,44.0,190.0,637.0,1342,3.0,2015.0,256.0,7.3,2.35,23000,10474107.0
105.0,25.0,51.0,461.0,615,0.0,2015.0,79.0,7.2,2.35,12000,-33873489.0
127.0,189.0,544.0,20000.0,22254,1.0,2011.0,929.0,7.1,2.35,36000,-24536691.0
114.0,71.0,55.0,154.0,428,2.0,2003.0,131.0,6.2,2.35,955,10470220.0
109.0,154.0,144.0,15000.0,15608,1.0,2011.0,348.0,6.1,1.85,27000,-4907170.0
95.0,4.0,80.0,788.0,1414,2.0,2012.0,447.0,6.1,2.35,10000,-5708430.0
100.0,1000.0,220.0,989.0,2165,0.0,2005.0,744.0,7.2,1.85,635,8694528.0
131.0,0.0,919.0,16000.0,19166,0.0,2013.0,968.0,7.0,1.85,83000,-88214518.0
119.0,151.0,2000.0,20000.0,40054,0.0,2009.0,16000.0,6.7,2.35,0,29883016.0
106.0,12.0,595.0,962.0,4239,1.0,2001.0,844.0,5.8,2.35,804,-12048569.0
130.0,663.0,604.0,2000.0,5046,2.0,2015.0,638.0,6.5,2.2,37000,-96582135.0
83.0,12.0,925.0,13000.0,22813,1.0,2006.0,7000.0,6.8,1.85,0,75019340.0
116.0,0.0,71.0,287.0,600,4.0,2000.0,157.0,5.5,2.35,0,49138076.0
127.0,109.0,324.0,16000.0,17250,0.0,1978.0,469.0,6.5,2.35,76,-13000000.0
87.0,0.0,503.0,975.0,3059,2.0,2000.0,537.0,6.2,1.85,795,-8723016.0
100.0,129.0,3000.0,23000.0,39807,2.0,2011.0,10000.0,7.7,1.85,40000,26963967.0
215.0,0.0,413.0,986.0,2530,1.0,2009.0,745.0,7.7,2.35,18000,-22496684.0
111.0,0.0,617.0,783.0,4834,0.0,1999.0,664.0,6.3,2.35,391,-13045798.0
124.0,108.0,186.0,1000.0,1898,3.0,2011.0,400.0,7.3,2.35,48000,36377022.0
102.0,329.0,280.0,611.0,1834,3.0,2002.0,329.0,6.0,1.85,0,-3260233.0
96.0,7.0,642.0,874.0,3151,3.0,2014.0,668.0,6.8,1.85,11000,-9192361.0
129.0,0.0,576.0,878.0,2378,0.0,2004.0,643.0,7.5,2.35,0,-11738519.0
113.0,9.0,12.0,71.0,159,1.0,2002.0,65.0,5.4,1.85,63,16184015.0
94.0,11.0,459.0,1000.0,2579,2.0,2009.0,973.0,6.5,2.35,0,23332128.0
154.0,0.0,581.0,894.0,2593,2.0,2011.0,829.0,6.3,2.35,46000,157358779.0
143.0,563.0,1000.0,40000.0,48184,3.0,2003.0,5000.0,8.1,2.35,10000,165388685.0
92.0,6.0,227.0,10000.0,11091,1.0,2008.0,304.0,6.2,2.35,921,-14976909.0
141.0,16000.0,78.0,378.0,751,0.0,2006.0,85.0,7.9,2.35,5000,-5246069.0
143.0,688.0,42.0,638.0,788,2.0,1970.0,50.0,6.2,2.35,104,-20000000.0
90.0,5.0,297.0,449.0,1534,1.0,2008.0,332.0,5.2,1.85,0,17926543.0
116.0,13.0,140.0,203.0,773,0.0,2005.0,172.0,7.8,2.35,11000,-20949555.0
113.0,197.0,43.0,165.0,391,1.0,2008.0,107.0,6.0,2.35,0,-19044575.0
92.0,12.0,1000.0,35000.0,38450,0.0,2015.0,1000.0,5.0,1.85,0,-4115185.0
153.0,0.0,130.0,11000.0,11852,1.0,2009.0,561.0,6.4,1.85,0,-23185810.0
97.0,31.0,662.0,918.0,4692,0.0,2003.0,782.0,5.8,2.35,3000,52163317.0
125.0,0.0,237.0,939.0,1748,2.0,1989.0,255.0,6.6,2.35,0,15645204.0
123.0,521.0,265.0,13000.0,13752,0.0,2016.0,365.0,7.1,2.35,31000,-11478165.0
110.0,584.0,74.0,629.0,1173,0.0,2006.0,398.0,7.0,1.85,7000,-12213298588.0
98.0,7.0,17.0,289.0,362,0.0,2004.0,38.0,7.4,1.85,442,-2604984.0
122.0,737.0,14000.0,34000.0,72115,0.0,2012.0,22000.0,7.8,2.35,117000,111088910.0
153.0,464.0,963.0,15000.0,28489,0.0,2012.0,10000.0,7.0,2.35,56000,32030663.0
114.0,118.0,40.0,489.0,679,0.0,2004.0,93.0,7.0,2.35,0,-17168879.0
100.0,3.0,442.0,14000.0,15612,3.0,2002.0,506.0,5.5,1.85,217,-21878028.0
102.0,153.0,269.0,3000.0,5392,1.0,2011.0,1000.0,5.2,2.35,0,360866.0
123.0,0.0,648.0,3000.0,5505,0.0,2016.0,716.0,7.3,2.35,89000,-113021005.0
83.0,28.0,624.0,4000.0,6081,1.0,2006.0,650.0,6.2,1.85,863,-696442.0
105.0,0.0,288.0,539.0,1411,3.0,2014.0,394.0,6.2,2.35,17000,-9450893.0
99.0,287.0,44.0,10000.0,10469,2.0,1996.0,368.0,4.4,2.35,0,-12336018.0
94.0,110.0,277.0,14000.0,15271,1.0,2006.0,829.0,4.4,1.85,0,-11499034.0
102.0,19.0,351.0,13000.0,14463,1.0,2000.0,530.0,5.1,2.35,604,-25032818.0
124.0,161.0,681.0,21000.0,26334,1.0,2007.0,3000.0,5.9,2.35,672,-49244714.0
104.0,293.0,256.0,780.0,2109,0.0,2002.0,265.0,6.1,2.35,0,-29936195.0
131.0,188.0,641.0,10000.0,21840,0.0,2015.0,10000.0,7.4,2.35,47000,45000874.0
106.0,0.0,1000.0,22000.0,35367,0.0,2015.0,11000.0,5.6,2.35,39000,-9252415.0
158.0,0.0,11000.0,20000.0,46204,1.0,2012.0,13000.0,7.6,1.85,144000,87775460.0
124.0,0.0,19.0,723.0,793,0.0,2001.0,44.0,6.8,2.35,0,-25280070.0
88.0,22.0,275.0,638.0,1641,0.0,2002.0,400.0,6.7,1.85,115,-535874.0
134.0,0.0,346.0,20000.0,20952,4.0,2003.0,505.0,7.5,2.35,0,104948780.0
114.0,0.0,545.0,970.0,2860,1.0,1998.0,631.0,5.9,1.85,0,30033780.0
92.0,6.0,227.0,10000.0,11091,1.0,2008.0,304.0,6.2,2.35,921,-14976909.0
100.0,12000.0,605.0,936.0,4121,1.0,1987.0,901.0,6.4,2.35,0,125665036.0
96.0,8.0,199.0,533.0,1254,0.0,1993.0,219.0,4.8,1.85,1000,25660000.0
123.0,55.0,956.0,3000.0,5839,1.0,2000.0,975.0,5.9,2.35,0,-47456299.0
66.0,76.0,36.0,123.0,239,0.0,2007.0,76.0,7.2,1.85,0,-2561892.0
106.0,10.0,578.0,3000.0,6419,4.0,2001.0,685.0,6.3,1.85,478,21457409.0
96.0,11000.0,236.0,22000.0,22889,1.0,2002.0,394.0,5.9,1.85,846,-27877751.0
84.0,71.0,553.0,8000.0,10982,1.0,2000.0,723.0,5.1,1.85,671,2592872.0
101.0,26.0,266.0,838.0,1812,0.0,1996.0,328.0,6.2,1.85,6000,9881000.0
106.0,835.0,458.0,1000.0,3598,0.0,1995.0,967.0,6.8,1.85,1000,1200000.0
122.0,446.0,600.0,23000.0,33548,1.0,2007.0,8000.0,7.8,2.35,0,-1425912.0
124.0,287.0,475.0,9000.0,10838,0.0,2000.0,1000.0,5.7,2.35,852,-10639221.0
135.0,138.0,184.0,324.0,1013,1.0,2000.0,192.0,6.2,2.35,892,-32401069.0
135.0,209.0,602.0,10000.0,12175,0.0,2012.0,826.0,6.7,2.35,31000,-11834365.0
93.0,10.0,405.0,789.0,2986,1.0,1999.0,744.0,6.3,1.85,0,3208190.0
107.0,8.0,268.0,926.0,2383,0.0,1983.0,400.0,6.3,1.85,0,7200000.0
74.0,0.0,719.0,886.0,5139,0.0,2004.0,808.0,5.8,1.85,49,-3508650.0
156.0,0.0,733.0,29000.0,57108,0.0,2015.0,27000.0,8.1,2.35,190000,48635922.0
95.0,13.0,430.0,1000.0,2515,0.0,2000.0,934.0,7.0,1.37,0,29099640.0
126.0,835.0,893.0,49000.0,63710,2.0,1997.0,13000.0,8.3,1.85,31000,128339411.0
131.0,46.0,433.0,1000.0,2943,2.0,1985.0,439.0,6.3,2.35,0,20300000.0
97.0,101.0,101.0,982.0,1631,1.0,1971.0,535.0,5.5,1.37,566,14680000.0
115.0,180.0,87.0,1000.0,1686,0.0,2015.0,535.0,5.8,2.35,0,-29359355.0
153.0,610.0,617.0,12000.0,15046,0.0,2002.0,836.0,6.0,2.35,0,-74088170.0
126.0,0.0,105.0,19000.0,19359,1.0,2013.0,128.0,8.0,1.85,148000,2556065.0
102.0,43.0,113.0,170.0,931,0.0,2009.0,157.0,6.6,1.85,11000,-10964434.0
113.0,0.0,781.0,13000.0,15765,5.0,1997.0,1000.0,7.3,1.85,0,11756514.0
68.0,0.0,253.0,304.0,861,0.0,2005.0,286.0,6.4,1.85,264,-1918374.0
150.0,0.0,748.0,23000.0,26489,0.0,2014.0,892.0,6.1,2.35,51000,-74992955.0
107.0,0.0,99.0,2000.0,2848,7.0,2013.0,749.0,5.6,1.85,48000,-12731341.0
171.0,0.0,857.0,16000.0,22342,2.0,2001.0,5000.0,8.8,2.35,21000,220837577.0
105.0,20.0,844.0,22000.0,26233,1.0,2010.0,982.0,6.7,1.85,44000,16089953.0
97.0,105.0,269.0,982.0,2603,1.0,2011.0,503.0,3.3,1.85,0,-7668682.0
101.0,308.0,206.0,446.0,966,0.0,2006.0,224.0,6.8,2.35,0,7617947.0
98.0,38.0,706.0,14000.0,16791,1.0,2004.0,919.0,6.2,2.35,0,5740078.0
91.0,8.0,298.0,349.0,1846,1.0,2002.0,324.0,3.6,2.35,391,-55705158.0
98.0,249.0,702.0,87000.0,92456,0.0,2006.0,2000.0,5.6,2.35,0,-99344497.0
117.0,11000.0,451.0,905.0,2348,0.0,1996.0,484.0,6.0,2.35,0,-24898139.0
97.0,545.0,529.0,14000.0,16098,1.0,2010.0,1000.0,5.9,2.35,19000,128566.0
141.0,79.0,956.0,18000.0,30063,0.0,1993.0,8000.0,6.5,2.35,0,55768056.0
88.0,188.0,826.0,10000.0,14823,2.0,2002.0,3000.0,6.1,1.85,2000,50418803.0
94.0,70.0,497.0,1000.0,2820,1.0,2011.0,549.0,6.0,1.85,14000,13218041.0
99.0,473.0,502.0,14000.0,16184,0.0,2012.0,897.0,5.8,1.85,19000,-66359574.0
113.0,101.0,913.0,14000.0,17786,0.0,1999.0,960.0,4.9,2.35,0,11188905.0
117.0,31.0,210.0,2000.0,3016,1.0,1996.0,472.0,4.3,1.85,877,-7200000.0
88.0,12.0,931.0,49000.0,53370,2.0,2009.0,1000.0,5.4,1.85,0,14474048.0
152.0,0.0,557.0,2000.0,4270,0.0,2001.0,820.0,7.7,2.35,10000,16638745.0
111.0,81.0,81.0,3000.0,3784,1.0,2014.0,571.0,6.0,2.35,0,8631221.0
110.0,8.0,322.0,1000.0,3000,1.0,1986.0,692.0,4.6,1.85,0,-18704226.0
107.0,323.0,794.0,1000.0,4223,1.0,1987.0,1000.0,7.8,1.85,13000,44735548.0
123.0,108.0,239.0,1000.0,1690,0.0,1998.0,264.0,7.2,2.35,0,75241322.0
